,index,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
1612,76216,JE309129,07/15/2021 06:00:00 AM,010XX W HOLLYWOOD AVE,0810,THEFT,OVER $500,SIDEWALK,N,N,2022,48,06,,,,,
1613,76331,JE259752,06/08/2021 07:15:00 PM,0000X E WACKER DR,0810,THEFT,OVER $500,SIDEWALK,N,N,111,42,06,,,,,
1614,76426,JE484491,12/12/2021 04:15:00 PM,002XX E HURON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOSPITAL BUILDING / GROUNDS,N,N,1834,42,11,,,,,
1615,76576,JF119471,01/20/2022 10:55:00 AM,063XX N BROADWAY,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,2433,48,11,,,,,
1616,76704,JE319446,07/29/2021 09:30:00 PM,003XX E RANDOLPH ST,0810,THEFT,OVER $500,PARK PROPERTY,N,N,114,42,06,,,,,
1617,76735,JE261316,06/08/2021 03:48:00 PM,006XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1834,42,06,,,,,
1618,76742,JF123801,11/27/2021 12:00:00 AM,022XX W 107TH ST,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,N,N,2212,19,10,,,,,
1619,76743,JE229555,05/12/2021 12:00:00 AM,031XX W Argyle st,0810,THEFT,OVER $500,STREET,N,N,1713,33,06,,,,,
1620,76775,JE229736,05/12/2021 12:56:00 PM,001XX N HARBOR DR,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,GROCERY FOOD STORE,N,N,114,42,11,,,,,
1621,76790,JF124554,12/20/2021 10:00:00 AM,005XX W 47TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,935,3,07,,,,,
1622,76861,JF124677,12/30/2021 11:00:00 AM,029XX N WOLCOTT AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1931,32,06,,,,,
1623,76946,JE219641,04/26/2021 06:00:00 PM,009XX W NEWPORT AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1924,44,06,,,,,
1624,77007,JE213080,04/28/2021 04:00:00 PM,0000X W CONGRESS PKWY,0460,BATTERY,SIMPLE,STREET,N,N,113,4,08B,,,,,
1625,77020,JE258443,06/08/2021 03:45:00 AM,009XX W NORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,N,N,1822,27,14,,,,,
1626,77037,JE214050,04/28/2021 04:00:00 PM,0000X W CONGRESS PKWY,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,113,4,14,,,,,
1627,77055,JE261691,06/08/2021 04:00:00 PM,054XX N WINTHROP AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,2023,48,06,,,,,
1628,77122,JE227531,05/12/2021 04:00:00 AM,021XX N RICHMOND ST,0810,THEFT,OVER $500,STREET,N,N,1414,1,06,,,,,
1629,77123,JE325334,07/26/2021 12:45:00 PM,0000X E OHIO ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,N,N,1834,42,11,,,,,
1630,77296,JE233733,04/06/2021 02:14:00 PM,082XX S Cottage Grove Ave,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,POOL ROOM,N,N,631,8,11,,,,,
1631,77437,JE293908,07/03/2021 06:00:00 AM,044XX N KEYSTONE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,N,N,1722,39,14,,,,,
1632,77666,JE227588,05/12/2021 09:40:00 AM,034XX S CALIFORNIA AVE,0560,ASSAULT,SIMPLE,GAS STATION,N,N,911,12,08A,,,,,
1633,77733,JE245927,05/26/2021 11:15:00 PM,069XX N MEDFORD AVE,0810,THEFT,OVER $500,STREET,N,N,1621,41,06,,,,,
1634,78057,JE228437,05/12/2021 06:20:00 PM,009XX W ADAMS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1232,25,14,,,,,
1635,78119,JE249701,05/23/2021 03:00:00 PM,006XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1834,42,06,,,,,
1636,78338,JE309074,07/13/2021 12:53:00 PM,049XX S KEDZIE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,821,14,06,,,,,
1637,78391,JE229530,05/12/2021 12:36:00 PM,017XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1811,32,06,,,,,
1638,78462,JE183263,03/28/2021 08:00:00 PM,003XX N PEORIA,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1214,27,06,,,,,
1639,78699,JE479844,12/15/2021 08:00:00 PM,012XX N LA SALLE DR,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1821,2,06,,,,,
1640,78837,JE309235,06/28/2021 03:52:00 PM,006XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1834,42,06,,,,,
1641,78958,JE302100,07/15/2021 09:35:00 AM,054XX N SHERIDAN RD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,2023,48,11,,,,,
1642,79476,JE235105,05/07/2021 01:05:00 PM,050XX W GEORGE ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,2521,31,06,,,,,
1643,79539,JE249699,05/22/2021 03:33:00 PM,006XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1834,42,06,,,,,
1644,79564,JE243931,05/26/2021 06:20:00 PM,0000X W CONGRESS PKWY,031A,ROBBERY,ARMED - HANDGUN,GAS STATION,N,N,113,4,03,,,,,
1645,79655,JE243699,05/26/2021 11:00:00 AM,003XX E WACKER DR,0890,THEFT,FROM BUILDING,APARTMENT,N,N,114,42,06,,,,,
1646,79708,JE230687,05/13/2021 05:50:00 AM,029XX S DR MARTIN LUTHER KING JR DR,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,133,4,11,,,,,
1647,79905,JE265959,05/24/2021 01:55:00 PM,005XX W DEMING PL,0810,THEFT,OVER $500,APARTMENT,N,N,1935,43,06,,,,,
1648,80042,JE319664,07/29/2021 08:30:00 PM,003XX E RANDOLPH ST,0870,THEFT,POCKET-PICKING,LAKEFRONT / WATERFRONT / RIVERBANK,N,N,114,42,06,,,,,
1649,80149,JE266048,05/30/2021 02:00:00 PM,064XX S LOOMIS BLVD,0810,THEFT,OVER $500,RESIDENCE,N,N,725,16,06,,,,,
1650,80220,JE251319,05/27/2021 10:59:00 AM,018XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1931,32,06,,,,,
1651,80308,JE244432,05/27/2021 06:09:00 AM,014XX W HENDERSON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1922,44,14,,,,,
1652,80363,JE258513,06/08/2021 03:00:00 PM,014XX S MUSEUM CAMPUS DR,0460,BATTERY,SIMPLE,SPORTS ARENA / STADIUM,Y,N,132,4,08B,,,,,
1653,80389,JE351456,08/25/2021 12:20:00 AM,048XX S LAPORTE AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,814,22,06,,,,,
1654,80483,JE196428,04/11/2021 03:45:00 PM,003XX N PEORIA,0820,THEFT,$500 AND UNDER,STREET,N,N,1214,27,06,,,,,
1655,80590,JE271994,06/19/2021 01:05:00 PM,0000X N DEARBORN ST,0870,THEFT,POCKET-PICKING,CTA PLATFORM,N,N,112,42,06,,,,,
1656,80713,JE251251,05/25/2021 04:34:00 PM,018XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1931,32,06,,,,,
1657,80967,JE234946,05/11/2021 12:00:00 AM,114XX S INDIANA AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,531,9,06,,,,,
1658,81099,JE232165,05/13/2021 06:30:00 PM,024XX N KEDZIE BLVD,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,1414,32,06,,,,,
1659,81141,JE233722,05/13/2021 01:14:00 PM,009XX W Sunnyside Ave,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1914,46,06,,,,,
1660,81167,JE247618,05/27/2021 10:10:00 PM,003XX N LOOMIS ST,0810,THEFT,OVER $500,STREET,N,N,1215,27,06,,,,,
1661,81197,JE289751,07/03/2021 02:22:00 PM,044XX N MALDEN ST,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,1913,46,06,,,,,
1662,81323,JE232733,05/13/2021 09:00:00 PM,004XX N MILWAUKEE AVE,0890,THEFT,FROM BUILDING,BAR OR TAVERN,N,N,1214,27,06,,,,,
1663,81766,JE274670,06/19/2021 01:05:00 PM,058XX N KENMORE AVE,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,N,N,2022,48,06,,,,,
1664,81777,JE230173,05/13/2021 12:10:00 PM,043XX N KENMORE AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1915,46,06,,,,,
1665,81843,JE234934,04/17/2021 05:15:00 AM,0000X W TERMINAL ST,0810,THEFT,OVER $500,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,N,N,1651,41,06,,,,,
1666,81847,JE325332,07/26/2021 12:45:00 PM,0000X E OHIO ST,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,1834,42,06,,,,,
1667,82178,JE264500,06/09/2021 10:50:00 AM,029XX N NEWLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - PORCH / HALLWAY,N,N,2511,36,14,,,,,
1668,82199,JE271992,06/19/2021 05:00:00 AM,055XX S PAULINA ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,715,15,11,,,,,
1669,82379,JE249688,05/27/2021 11:20:00 AM,045XX N CLARENDON AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1914,46,06,,,,,
1670,82382,JE246087,05/27/2021 04:06:00 AM,065XX N HIAWATHA AVE,0810,THEFT,OVER $500,STREET,N,N,1621,41,06,,,,,
1671,82576,JE295011,07/06/2021 10:10:00 PM,014XX N MOHAWK ST,0810,THEFT,OVER $500,STREET,N,N,1821,27,06,,,,,
1672,82612,JE249549,05/27/2021 08:20:00 PM,074XX S INGLESIDE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,323,8,06,,,,,
1673,82693,JE233163,05/14/2021 05:30:00 PM,014XX E 53RD ST,0810,THEFT,OVER $500,RESIDENCE - GARAGE,N,N,234,5,06,,,,,
1674,82865,JE244442,05/27/2021 03:00:00 AM,004XX S STATE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,N,N,113,4,14,,,,,
1675,82903,JE245862,05/27/2021 06:00:00 PM,051XX S KENWOOD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,234,4,06,,,,,
1676,82915,JE214970,04/29/2021 04:44:00 PM,049XX S KEDZIE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,821,14,06,,,,,
1677,83116,JE229942,05/14/2021 01:15:00 PM,003XX N PEORIA,0820,THEFT,$500 AND UNDER,STREET,N,N,1214,27,06,,,,,
1678,83144,JE234916,05/14/2021 07:05:00 PM,008XX N LEAMINGTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER (SPECIFY),N,N,1531,37,14,,,,,
1679,83250,JE278754,06/18/2021 08:18:00 AM,047XX W 51ST ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),N,N,815,14,11,,,,,
1680,83260,JE261692,06/09/2021 04:40:00 PM,011XX W COLUMBIA AVE,0810,THEFT,OVER $500,STREET,N,N,2432,49,06,,,,,
1681,83395,JF163307,07/09/2021 12:00:00 AM,046XX S MICHIGAN AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,N,N,215,3,17,,,,,
1682,83471,JE260530,06/09/2021 01:20:00 PM,024XX W POLK ST,0810,THEFT,OVER $500,RESIDENCE,N,N,1135,28,06,,,,,
1683,83518,JE267108,06/05/2021 01:00:00 PM,021XX W TOUHY AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,N,N,2411,49,11,,,,,
1684,83684,JE215759,04/29/2021 03:10:00 AM,031XX N ORCHARD ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1934,44,06,,,,,
1685,83754,JE202706,04/03/2021 11:15:00 PM,063XX N WAYNE AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,2433,48,06,,,,,
1686,83837,JF146178,08/02/2021 11:00:00 AM,020XX W 79TH PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,611,18,11,,,,,
1687,83975,JE202802,04/06/2021 02:00:00 PM,069XX S CORNELL AVE,0810,THEFT,OVER $500,APARTMENT,N,N,332,5,06,,,,,
1688,83989,JE196198,04/11/2021 11:20:00 AM,001XX W CONGRESS PKWY,0320,ROBBERY,STRONG ARM - NO WEAPON,CTA STATION,Y,N,122,4,03,,,,,
1689,84062,JF161716,03/02/2022 09:00:00 AM,016XX S AVERS AVE,0810,THEFT,OVER $500,STREET,N,N,1014,24,06,,,,,
1690,84069,JE202729,04/02/2021 03:30:00 PM,057XX N WINTHROP AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,2022,48,06,,,,,
1691,84174,JE248594,05/28/2021 06:24:00 AM,065XX S GREENWOOD AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,321,5,06,,,,,
1692,84286,JF167250,08/03/2021 12:00:00 PM,009XX W 114TH PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,2234,34,11,,,,,
1693,84301,JE198021,04/12/2021 04:30:00 PM,047XX S LAFLIN ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,933,20,11,,,,,
1694,84427,JE214013,04/29/2021 12:20:00 PM,021XX S STATE ST,0880,THEFT,PURSE-SNATCHING,RESTAURANT,N,N,131,3,06,,,,,
1695,84574,JF165251,03/02/2022 04:15:00 PM,019XX W OHIO ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1221,1,06,,,,,
1696,84688,JE220568,04/29/2021 12:00:00 PM,006XX W ROSCOE ST,0810,THEFT,OVER $500,APARTMENT,N,N,1925,44,06,,,,,
1697,84738,JF142018,02/10/2022 10:47:00 PM,055XX W Warwick Ave,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1633,36,06,,,,,
1698,84792,JE213957,04/29/2021 01:20:00 PM,009XX N WELLS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1832,2,14,,,,,
1699,84890,JF146173,10/08/2021 09:00:00 AM,045XX N MAGNOLIA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,N,N,1913,46,11,,,,,
1700,85135,JF167527,10/26/2021 06:17:00 PM,118XX S LAFLIN ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,524,34,26,,,,,
1701,85266,JF166411,03/02/2022 11:30:00 PM,014XX W WINNEMAC AVE,0810,THEFT,OVER $500,APARTMENT,N,N,2033,47,06,,,,,
1702,85305,JF167306,09/01/2021 01:05:00 PM,001XX N LAVERGNE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,1532,28,11,,,,,
1703,85368,JF166902,12/26/2021 10:00:00 AM,024XX W MONTROSE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,1911,47,11,,,,,
1704,85393,JF166750,02/04/2022 05:41:00 PM,017XX N DAMEN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,ATM (AUTOMATIC TELLER MACHINE),N,N,1434,32,11,,,,,
1705,85505,JF167089,07/01/2021 12:00:00 AM,013XX W CARMEN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,2033,47,11,,,,,
1706,85561,JE198754,04/13/2021 07:00:00 PM,003XX N PEORIA,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1214,27,14,,,,,
1707,85566,JE235093,05/14/2021 09:25:00 AM,029XX N SHERIDAN RD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,1934,44,11,,,,,
1708,85842,JE272057,06/19/2021 11:45:00 AM,043XX N Western Ave,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,N,N,1911,47,06,,,,,
1709,85992,JE278767,06/14/2021 02:55:00 PM,003XX W CHICAGO AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,N,N,1831,42,06,,,,,
1710,86086,JE325649,07/29/2021 10:00:00 PM,003XX E RANDOLPH ST,0810,THEFT,OVER $500,PARK PROPERTY,N,N,114,42,06,,,,,
1711,86113,JE482427,12/15/2021 06:02:00 PM,032XX N CLARK ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1924,44,06,,,,,
1712,86133,JF146329,12/24/2021 11:59:00 AM,020XX N LEAMINGTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,2522,36,14,,,,,
1713,86172,JE306041,07/18/2021 09:00:00 PM,130XX S LANGLEY AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,533,9,04A,,,,,
1714,86197,JE293060,06/12/2021 01:38:00 PM,0000X W TERMINAL ST,0810,THEFT,OVER $500,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,N,N,1651,41,06,,,,,
1715,86446,JE388773,08/04/2021 11:40:00 AM,074XX N WOLCOTT AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,2424,49,11,,,,,
1716,86701,JF161578,03/02/2022 10:28:00 AM,001XX N STATE ST,0810,THEFT,OVER $500,STREET,N,N,111,42,06,,,,,
1717,86779,JF167649,12/31/2021 04:00:00 PM,016XX S DESPLAINES ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,1235,11,11,,,,,
1718,86890,JF163165,11/27/2021 08:57:00 PM,074XX S YATES BLVD,1544,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,RESIDENCE,N,N,334,7,17,,,,,
1719,87068,JE245973,05/28/2021 09:04:00 AM,027XX N CALIFORNIA AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,N,N,1411,32,06,,,,,
1720,87659,JF160870,03/02/2022 11:45:00 AM,046XX W MADISON ST,0810,THEFT,OVER $500,COLLEGE / UNIVERSITY - GROUNDS,N,N,1113,28,06,,,,,
1721,87754,JE200018,04/14/2021 02:35:00 PM,046XX N Racine Ave,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,1913,46,11,,,,,
1722,87879,JF161592,03/02/2022 05:00:00 AM,003XX S CANAL ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),N,N,121,42,11,,,,,
1723,87913,JE261009,06/10/2021 10:00:00 AM,009XX W NORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,N,N,1822,27,14,,,,,
1724,88049,JE278883,06/20/2021 12:30:00 AM,044XX W Haddon Ave,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,1111,37,06,,,,,
1725,88180,JE365195,09/06/2021 05:15:00 PM,114XX S EDBROOKE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,N,N,531,9,14,,,,,
1726,88192,JE322986,07/30/2021 07:00:00 PM,002XX E RANDOLPH ST,0870,THEFT,POCKET-PICKING,PARK PROPERTY,N,N,114,42,06,,,,,
1727,88382,JE264485,06/10/2021 01:08:00 PM,006XX W WRIGHTWOOD AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1935,43,06,,,,,
1728,88450,JE349975,08/25/2021 02:38:00 PM,011XX S DELANO CT E,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,123,25,06,,,,,
1729,88578,JE340742,07/30/2021 07:25:00 PM,054XX N EAST RIVER RD,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1614,41,06,,,,,
1730,88728,JE350809,08/25/2021 02:25:00 PM,048XX N Christiana ave,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1713,33,06,,,,,
1731,88731,JE334609,08/11/2021 04:20:00 PM,049XX S KEDZIE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,821,14,06,,,,,
1732,88776,JE261699,06/10/2021 07:00:00 PM,0000X E 59TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,232,20,06,,,,,
1733,89163,JE202731,04/14/2021 08:30:00 PM,057XX N WINTHROP AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,2022,48,06,,,,,
1734,89356,JE340448,08/09/2021 03:18:00 PM,049XX S KEDZIE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,821,14,06,,,,,
1735,89445,JE201873,04/14/2021 08:30:00 PM,012XX W COLUMBIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,N,N,2432,49,14,,,,,
1736,89640,JF167779,09/15/2021 12:01:00 AM,024XX N LAKEVIEW AVE,1195,DECEPTIVE PRACTICE,FINANCIAL EXPLOITATION OF AN ELDERLY OR DISABLED PERSON,RESIDENCE,N,N,1935,43,11,,,,,
1737,89662,JE247722,05/29/2021 11:30:00 AM,003XX N PEORIA,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1214,27,06,,,,,
1738,89733,JE253251,04/29/2021 09:20:00 AM,009XX N LEAMINGTON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1531,37,06,,,,,
1739,89767,JF160876,03/02/2022 04:00:00 AM,039XX W MONROE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,N,N,1122,28,14,,,,,
1740,89772,JE253248,04/23/2021 06:47:00 PM,013XX S KARLOV AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,ATM (AUTOMATIC TELLER MACHINE),N,N,1011,24,11,,,,,
1741,90598,JE291686,07/04/2021 09:00:00 PM,008XX N Winchester Ave,0810,THEFT,OVER $500,ALLEY,N,N,1212,32,06,,,,,
1742,90699,JF146773,12/28/2021 12:30:00 PM,072XX S SOUTH SHORE DR,0890,THEFT,FROM BUILDING,APARTMENT,N,N,334,7,06,,,,,
1743,90731,JE218304,04/30/2021 08:15:00 PM,0000X W TERMINAL ST,0820,THEFT,$500 AND UNDER,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,N,N,1651,41,06,,,,,
1744,90863,JE218284,04/30/2021 09:00:00 PM,054XX N CUMBERLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1614,41,14,,,,,
1745,90900,JE252350,05/29/2021 08:00:00 PM,018XX N FREMONT ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1813,43,06,,,,,
1746,90968,JE220086,04/30/2021 01:03:00 PM,035XX S RHODES AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,212,4,06,,,,,
1747,90990,JE216820,04/30/2021 03:00:00 PM,014XX N STATE PKWY,0810,THEFT,OVER $500,APARTMENT,N,N,1824,43,06,,,,,
1748,91313,JE253580,05/14/2021 07:46:00 PM,006XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1834,42,06,,,,,
1749,91357,JE484458,09/15/2021 10:10:00 AM,015XX E 56TH ST,0810,THEFT,OVER $500,SCHOOL - PUBLIC BUILDING,N,N,235,5,06,,,,,
1750,91651,JE239070,05/08/2021 02:59:00 PM,053XX S DREXEL AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),N,N,233,5,06,,,,,
1751,92208,JE254553,05/20/2021 11:15:00 AM,053XX N DELPHIA AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1614,41,06,,,,,
1752,92236,JE267081,06/14/2021 03:30:00 PM,024XX N SOUTHPORT AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,1932,2,06,,,,,
1753,92251,JE280447,06/07/2021 08:00:00 AM,050XX N Clark St,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,2033,47,06,,,,,
1754,92267,JE266063,06/11/2021 02:30:00 PM,001XX E WALTON ST,0870,THEFT,POCKET-PICKING,HOTEL / MOTEL,N,N,1833,2,06,,,,,
1755,92379,JE277611,06/20/2021 01:07:00 PM,034XX N SOUTHPORT AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1924,44,06,,,,,
1756,92673,JE259337,06/09/2021 04:25:00 AM,020XX N Sawyer Ave,0620,BURGLARY,UNLAWFUL ENTRY,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1413,26,05,,,,,
1757,92713,JF146131,04/01/2021 11:00:00 AM,081XX S DREXEL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,631,8,14,,,,,
1758,92719,JE222277,04/26/2021 10:05:00 AM,027XX N WHIPPLE ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1411,32,06,,,,,
1759,92845,JE254378,04/13/2021 05:25:00 PM,017XX N PAULINA ST,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,1433,32,06,,,,,
1760,92859,JE253125,05/30/2021 03:56:00 PM,052XX N Latrobe Ave,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1623,45,06,,,,,
1761,92894,JE322977,07/30/2021 07:36:00 PM,002XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,HOTEL / MOTEL,N,N,111,42,06,,,,,
1762,92968,JE322984,07/30/2021 02:00:00 PM,003XX E RANDOLPH ST,0870,THEFT,POCKET-PICKING,PARK PROPERTY,N,N,114,42,06,,,,,
1763,92972,JE326708,07/29/2021 04:30:00 PM,003XX E RANDOLPH ST,0870,THEFT,POCKET-PICKING,PARK PROPERTY,N,N,114,42,06,,,,,
1764,92980,JE326902,07/30/2021 02:00:00 PM,085XX S COTTAGE GROVE AVE,0890,THEFT,FROM BUILDING,DEPARTMENT STORE,N,N,632,6,06,,,,,
1765,93125,JE220257,05/01/2021 10:00:00 AM,034XX N SOUTHPORT AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1924,44,06,,,,,
1766,93130,JF164056,03/02/2022 10:00:00 PM,016XX S ALLPORT ST,0810,THEFT,OVER $500,STREET,N,N,1233,25,06,,,,,
