ind1, ind2,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
2221,152993,JF108316,09/30/2021 01:55:00 PM,008XX W Willow St,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,1813,43,11,,,,,
2222,153010,JE469190,11/27/2021 04:40:00 PM,005XX W ELM ST,0810,THEFT,OVER $500,APARTMENT,N,N,1823,27,06,,,40.73668975,-84.15790567471933,
2223,153072,JF108404,04/01/2021 12:00:00 AM,004XX E 41ST ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,214,3,11,,,,,
2224,153087,JF106801,12/31/2021 05:00:00 PM,111XX S DOTY AVE E,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,531,10,07,,,41.69236564196659,-87.60017639583376,
2225,153099,JF108472,12/07/2021 09:00:00 AM,071XX S PEORIA ST,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,N,N,733,6,10,,,,,
2226,153119,JF108405,12/03/2021 02:00:00 AM,047XX W WEST END AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,N,N,1113,28,04B,,,41.88307319997978,-87.74331264060245,
2227,153123,JF108893,11/23/2021 12:00:00 PM,066XX S TROY ST,0820,THEFT,$500 AND UNDER,ALLEY,N,N,831,17,06,,,,,
2228,153144,JF101014,12/31/2021 04:40:00 PM,010XX W NEWPORT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,N,N,1924,44,14,,,41.94454171428571,-87.65549771428572,
2229,153146,JF108819,12/28/2021 06:20:00 PM,021XX W 63RD ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,N,N,726,16,11,,,41.77919487755102,-87.67664434693877,
2230,153149,JF108857,08/23/2021 12:00:00 PM,048XX N ASHLAND AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,2032,47,26,,,41.890355934484155,-87.66723595361434,
2231,153152,JF108960,12/29/2021 07:05:00 PM,108XX S AVENUE L,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,432,10,08B,,,41.6870227,-87.5364781,
2232,153156,JF108737,12/31/2021 02:00:00 PM,045XX N HAZEL ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,1914,46,05,,,41.9618002,-87.6523399,
2233,153179,JF108984,12/04/2021 04:32:00 PM,050XX S INDIANA AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,224,3,11,,,41.8641477,-87.6223933,
2234,153187,JF108671,12/24/2021 05:00:00 AM,032XX W CONGRESS PKWY,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,N,N,1134,28,11,,,41.8753458,-87.6569744,
2235,153189,JF108613,12/11/2021 12:00:00 AM,067XX S CONSTANCE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,332,5,14,,,,,
2236,153194,JE410667,10/11/2021 09:00:00 PM,010XX W 18TH ST,0810,THEFT,OVER $500,APARTMENT,N,N,1235,25,06,,,41.858095,-87.6521504,
2237,153202,JE479866,12/16/2021 05:00:00 AM,103XX S AVENUE N,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,N,N,432,10,26,,,41.7081977,-87.5388909,
2238,153203,JF108462,12/09/2021 01:44:00 PM,024XX S TROY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1033,12,14,,,41.847896989857645,-87.70379939461706,
2239,153209,JF108640,12/22/2021 03:01:00 PM,041XX N SPRINGFIELD AVE,0810,THEFT,OVER $500,STREET,N,N,1723,39,06,,,41.95587124970109,-87.72512086202451,
2240,153212,JF108504,12/28/2021 03:00:00 PM,0000X S PEORIA ST,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,N,N,1232,25,06,,,41.8815550827787,-87.64980239370374,
2241,153241,JF108418,12/06/2021 01:00:00 PM,061XX S VERNON AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,313,20,08A,,,,,
2242,153242,JF108393,12/06/2021 04:00:00 PM,022XX W DIVISION ST,0479,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, SERIOUS INJURY",HOSPITAL BUILDING / GROUNDS,N,N,1212,2,04B,,,41.90301297105978,-87.68275426621027,
2243,153257,JE423249,10/24/2021 04:43:00 PM,075XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,2422,49,06,,,41.8848986,-87.63047390358456,
2244,153258,JE469861,11/17/2021 12:00:00 PM,078XX S AVALON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,411,8,06,,,41.7439413,-87.5752549,
2245,153268,JF108545,12/15/2021 11:30:00 AM,020XX N ORCHARD ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1812,43,06,,,41.918655810585626,-87.64624635133764,
2246,153439,JE423805,10/24/2021 09:05:00 PM,001XX N WELLS ST,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,122,42,06,,,41.9100648,-87.6343821,
2247,153456,JF108742,12/26/2021 02:00:00 PM,041XX W CARROLL AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,N,N,1114,28,11,,,41.8885077,-87.6338439,
2248,153544,JE489601,12/26/2021 09:07:00 PM,132XX S ELLIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,533,9,08B,,,41.65478474630335,-87.59663371389995,
2249,153549,JE406759,10/11/2021 09:20:00 AM,013XX W Melrose St,0810,THEFT,OVER $500,RESIDENCE - GARAGE,N,N,1924,44,06,,,41.9406031875,-87.662249875,
2250,153577,JE408172,10/11/2021 12:00:00 AM,072XX S MERRILL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,N,N,333,5,14,,,,,
2251,153642,JE409129,10/11/2021 08:00:00 AM,022XX W WABANSIA AVE,0810,THEFT,OVER $500,STREET,N,N,1434,32,06,,,41.9112789,-87.7600053,
2252,153824,JE405548,10/11/2021 02:00:00 AM,001XX W CONGRESS PKWY,0320,ROBBERY,STRONG ARM - NO WEAPON,CTA TRAIN,N,N,122,4,03,,,41.875787,-87.629413,
2253,154055,JE375287,09/16/2021 02:22:00 AM,001XX W CONGRESS PKWY,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,122,4,15,,,41.8748698,-87.63994605057275,
2254,154221,JE375912,09/16/2021 11:41:00 AM,007XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1833,42,06,,,41.8978228,-87.6222827,
2255,154257,JF125302,12/11/2021 12:40:00 PM,089XX S HARPER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,413,8,11,,,41.80015025,-87.58860979923904,
2256,154329,JE376968,09/16/2021 05:01:00 PM,011XX S JEFFERSON ST,0860,THEFT,RETAIL THEFT,TAVERN / LIQUOR STORE,N,N,124,25,06,,,41.868653459992274,-87.64212551801596,
2257,154493,JF108340,12/03/2021 12:52:00 PM,011XX N WOOD ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1213,1,06,,,41.88385264705882,-87.67170505882353,
2258,154494,JE469970,11/16/2021 10:00:00 AM,014XX N CLEVELAND AVE,0810,THEFT,OVER $500,APARTMENT,N,N,1821,2,06,,,41.8966353,-87.6409478,
2259,154541,JE407190,10/11/2021 01:06:00 PM,085XX S MARYLAND AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,632,8,06,,,41.7894666,-87.6049498,
2260,154616,JE379766,09/16/2021 09:10:00 PM,032XX N LAKE SHORE DR,0820,THEFT,$500 AND UNDER,STREET,N,N,1925,44,06,,,41.94193508957086,-87.63991357427282,
2261,154652,JF108905,10/25/2021 03:00:00 PM,018XX W NEWPORT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1922,47,07,,,41.9430457,-87.7739599,
2262,154934,JE376700,09/16/2021 01:35:00 PM,008XX W WOLFRAM ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1933,44,06,,,41.9335748,-87.6520954,
2263,155347,JF108590,11/23/2021 10:00:00 AM,016XX W OHIO ST,0810,THEFT,OVER $500,APARTMENT,N,N,1215,1,06,,,41.892315,-87.633346,
2264,155424,JF108427,12/30/2021 12:00:00 AM,013XX W RANDOLPH ST,0810,THEFT,OVER $500,APARTMENT,N,N,1224,27,06,,,41.88455552141706,-87.63197774868578,
2265,155531,JF108174,11/24/2021 02:43:00 AM,021XX W CHICAGO AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,1221,1,06,,,41.895775874998044,-87.68005219511535,
2266,155598,JE433808,11/04/2021 12:15:00 PM,059XX S Ada St,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,N,N,713,16,11,,,41.758672849999996,-87.6578717,
2267,155619,JE434520,11/04/2021 02:30:00 PM,004XX E 83RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,DAY CARE CENTER,N,N,631,6,14,,,,,
2268,155636,JE391905,09/28/2021 11:50:00 PM,026XX S SHIELDS AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,914,11,06,,,41.7918725,-87.6341054,
2269,155655,JE423141,10/25/2021 09:10:00 PM,075XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,2422,49,06,,,,,
2270,155803,JE299504,07/12/2021 06:50:00 PM,003XX N PEORIA,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1214,27,06,,,40.8639347,-89.6742873,
2271,155857,JE391597,09/28/2021 08:00:00 PM,007XX W OHIO ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,1214,27,06,,,,,
2272,155884,JE480481,12/16/2021 09:05:00 PM,002XX E ILLINOIS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1834,42,14,,,41.8911127,-87.6136482,
2273,156097,JE469855,11/17/2021 04:30:00 PM,021XX N Kenmore Ave,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1811,43,06,,,41.9204109374257,-87.65454985575404,
2274,156278,JF108499,09/18/2021 11:00:00 PM,013XX W FULTON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1215,27,07,,,41.885346,-87.7380759,
2275,156409,JE423027,10/25/2021 05:15:00 PM,0000X W CONGRESS PKWY,1320,CRIMINAL DAMAGE,TO VEHICLE,GAS STATION,N,N,113,4,14,,,41.875454,-87.630537,
2276,156523,JF108610,10/01/2021 12:00:00 PM,039XX W LEXINGTON ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1132,24,06,,,,,
2277,156650,JE408426,10/12/2021 07:00:00 PM,006XX E 60TH ST,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,N,N,313,20,06,,,41.78545215694252,-87.6249974211536,
2278,156657,JE413562,10/01/2021 07:30:00 AM,056XX S MAY ST,0890,THEFT,FROM BUILDING,APARTMENT,N,N,712,16,06,,,41.7960081,-87.6537064,
2279,156786,JE413929,05/01/2021 09:55:00 AM,060XX S ST LAWRENCE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,313,20,11,,,41.6536061,-87.6075775,
2280,156908,JE413539,10/11/2021 08:00:00 AM,016XX W JULIAN ST,0810,THEFT,OVER $500,RESIDENCE - GARAGE,N,N,1433,2,06,,,41.908432,-87.668308,
2281,156924,JE236008,05/18/2021 03:05:00 PM,025XX N HALSTED ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,N,N,1935,43,11,,,41.88657791295732,-87.647388178653,
2282,157216,JE407245,10/12/2021 03:00:00 AM,103XX S PROSPECT AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,2212,19,06,,,41.706372,-87.662178,
2283,157300,JE384434,09/16/2021 03:33:00 PM,0000X N STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,112,42,06,,,,,
2284,157310,JF125775,08/30/2021 10:00:00 PM,002XX W 37TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,915,3,11,,,41.827571,-87.6507847,
2285,157523,JE484530,12/20/2021 09:00:00 PM,007XX W 30TH ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,N,N,914,11,08B,,,41.83961,-87.628405,
2286,157745,JE424022,10/25/2021 12:00:00 AM,045XX N Malden St,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),N,N,1913,46,11,,,41.9633003,-87.6623506,
2287,157892,JE423225,10/25/2021 04:53:00 PM,075XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,2422,49,06,,,41.896026114751564,-87.63112111915295,
2288,157962,JE415116,10/03/2021 10:08:00 AM,005XX W BRIAR PL,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,N,N,1934,44,06,,,41.9391149,-87.6468032,
2289,158033,JE421943,10/25/2021 12:00:00 PM,018XX W FULLERTON AVE,0560,ASSAULT,SIMPLE,CTA BUS,N,N,1931,32,08A,,,41.92499920822422,-87.67339088449263,
2290,158100,JE423163,10/25/2021 07:50:00 PM,075XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,2422,49,06,,,,,
2291,158197,JF125831,01/07/2022 03:00:00 AM,020XX W Concord Pl,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1434,2,06,,,41.9105339,-87.7463845,
2292,158236,JF109197,01/05/2022 01:30:00 PM,038XX N PARIS AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1631,38,06,,,41.948911153468465,-87.8303394409256,
2293,158241,JF126559,09/05/2021 12:00:00 PM,010XX N FRANCISCO AVE,0460,BATTERY,SIMPLE,HOSPITAL BUILDING / GROUNDS,N,N,1211,26,08B,,,41.88343893877551,-87.69869908163265,
2294,158244,JF125810,12/01/2021 07:00:00 PM,013XX N MILWAUKEE AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1424,1,06,,,41.9719755,-87.7644766,
2295,158283,JF125949,12/17/2021 04:49:00 PM,033XX W DIVISION ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1121,26,11,,,41.902717238654276,-87.70987412260469,
2296,158349,JE463061,12/01/2021 11:47:00 PM,078XX S PAULINA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,611,17,14,,,,,
2297,158350,JE485960,12/12/2021 10:15:00 PM,009XX W DIVERSEY PKWY,0890,THEFT,FROM BUILDING,RESIDENCE - GARAGE,N,N,1933,44,06,,,41.9323875,-87.6534318,
2298,158408,JE410558,10/13/2021 01:30:00 PM,032XX S CALUMET AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,211,4,26,,,41.836202882077195,-87.61811171059583,
2299,158805,JE398844,08/01/2021 01:40:00 AM,105XX S SAWYER AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,2211,19,06,,,41.6933768,-87.7021506,
2300,158959,JE396223,09/29/2021 04:44:00 PM,008XX W Ohio St,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),N,N,1214,27,11,,,41.89253339068721,-87.62940730777194,
2301,158979,JE415080,09/24/2021 11:45:00 AM,030XX N CLIFTON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,1933,44,11,,,41.9621982,-87.65818,
2302,159160,JE380709,09/17/2021 12:30:00 PM,0000X E CONGRESS PKWY,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,N,N,123,4,14,,,,,
2303,159177,JE415296,10/01/2021 11:42:00 AM,014XX S ST LOUIS AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),N,N,1021,24,11,,,41.87885444346598,-87.713649,
2304,159282,JE398967,09/29/2021 02:33:00 PM,028XX S DR MARTIN LUTHER KING JR DR,0890,THEFT,FROM BUILDING,APARTMENT,N,N,133,4,06,,,,,
2305,159445,JE409550,10/13/2021 10:00:00 PM,076XX W SUMMERDALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,1613,41,14,,,41.9789171,-87.669622,
2306,159474,JE414689,08/28/2021 01:00:00 PM,052XX S DREXEL AVE,0810,THEFT,OVER $500,APARTMENT,N,N,233,5,06,,,,,
2307,159528,JE413398,10/13/2021 11:30:00 PM,019XX W 19TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1234,25,14,,,41.85667,-87.630034,
2308,159536,JF125795,12/24/2021 12:00:00 PM,032XX W 64TH ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,N,N,823,23,11,,,41.77704940896302,-87.70355465408961,
2309,159981,JE409172,10/14/2021 08:20:00 AM,054XX S SHORE DR,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,N,N,234,5,14,,,42.769809,-86.18491,
2310,160150,JE430090,06/09/2021 12:00:00 PM,023XX N CLARK ST,0890,THEFT,FROM BUILDING,DEPARTMENT STORE,N,N,1814,43,06,,,41.92409953239596,-87.63968571682942,
2311,160387,JE302115,07/12/2021 08:00:00 PM,044XX N KILDARE AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,N,N,1722,39,26,,,41.8872843,-87.7332138,
2312,160651,JF166772,03/03/2022 11:00:00 PM,036XX W BELDEN AVE,0810,THEFT,OVER $500,STREET,N,N,2525,35,06,,,41.92386463333334,-87.63864653333333,
2313,160679,JE424290,10/26/2021 11:00:00 PM,013XX W HURON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1215,1,14,,,41.89488876842942,-87.63304964567816,
2314,160756,JE429718,10/22/2021 10:30:00 AM,005XX N MC CLURG CT,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,N,N,1834,42,11,,,,,
2315,160926,JF126510,12/24/2021 08:00:00 PM,004XX S DAMEN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1225,27,07,,,,,
2316,160992,JE482320,12/19/2021 02:00:00 AM,022XX W WALNUT ST,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,1223,27,03,,,41.8854369,-87.7037926,
2317,161172,JF126049,08/15/2021 12:00:00 AM,115XX S HALSTED ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),N,N,524,34,11,,,41.68486257956865,-87.64203487370197,
2318,161222,JE429890,10/26/2021 07:00:00 PM,006XX W SCHUBERT AVE,0810,THEFT,OVER $500,STREET,N,N,1935,43,06,,,,,
2319,161297,JE397633,09/30/2021 11:40:00 PM,022XX N SEDGWICK ST,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),N,N,1812,43,06,,,41.8966649,-87.6386764,
2320,161478,JE393672,09/30/2021 03:15:00 PM,058XX N KINGSDALE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1711,39,06,,,41.9856188,-87.74614,
2321,161485,JE399749,09/29/2021 10:59:00 AM,011XX W GRAND AVE,0810,THEFT,OVER $500,APARTMENT,N,N,1214,27,06,,,41.89151738351762,-87.63291942954352,
2322,161529,JF166840,12/07/2021 12:00:00 AM,007XX E 111TH ST,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,N,N,513,9,07,,,41.692680927888226,-87.62183225459488,
2323,161648,JE425257,10/26/2021 10:00:00 PM,052XX N MEADE AVE,0810,THEFT,OVER $500,STREET,N,N,1622,45,06,,,41.9621118,-87.7795116,
2324,161699,JE424296,10/26/2021 06:00:00 PM,003XX N MORGAN ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1214,27,06,,,41.88221726286733,-87.65215525465625,
2325,161737,JE423874,10/26/2021 04:30:00 PM,040XX N KENMORE AVE,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,1915,46,06,,,41.9177114,-87.6543789,
2326,161761,JE429715,10/21/2021 05:32:00 PM,004XX N LA SALLE DR,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,,N,N,1831,42,11,,,,,
2327,161763,JE423272,10/26/2021 11:00:00 AM,0000X N WACKER DR,0890,THEFT,FROM BUILDING,SCHOOL - PRIVATE BUILDING,N,N,122,42,06,,,,,
2328,161823,JE426412,10/26/2021 05:00:00 PM,040XX N LOWELL AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,N,N,1722,45,11,,,41.95441428589333,-87.73693885714827,
2329,161863,JE423127,10/26/2021 11:37:00 AM,075XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,2422,49,06,,,,,
2330,161945,JE316190,07/26/2021 12:00:00 PM,041XX W ADDISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1732,45,14,,,41.9472599,-87.6608927,
2331,161973,JF125293,11/26/2021 09:05:00 AM,019XX W Irving Park Rd,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,N,N,1912,47,11,,,41.9536294,-87.7251086,
2332,162293,JE431343,10/20/2021 11:09:00 AM,059XX N WINTHROP AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),N,N,2433,48,11,,,41.9923224,-87.6582854,
2333,162300,JE437969,11/05/2021 04:00:00 PM,072XX W TALCOTT AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,SCHOOL - PRIVATE BUILDING,N,N,1612,41,14,,,,,
2334,162306,JE435680,11/05/2021 04:09:00 PM,003XX W CHICAGO AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,Y,N,1831,42,06,,,41.89656289285714,-87.63058375,
2335,162671,JE410255,10/14/2021 10:50:00 AM,009XX E 84TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,632,8,06,,,41.741797,-87.621301,
2336,162730,JE394611,10/01/2021 07:30:00 PM,0000X W CONGRESS PKWY,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,N,N,113,4,08B,,,41.8748698,-87.63994605057275,
2337,162779,JE431400,10/27/2021 12:35:00 AM,028XX W DEVON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,MEDICAL / DENTAL OFFICE,N,N,2412,50,14,,,41.997629915619584,-87.70034259092965,
2338,162793,JF125782,12/06/2021 01:00:00 PM,018XX N FREMONT ST,0810,THEFT,OVER $500,SIDEWALK,N,N,1813,43,06,,,41.91441692638916,-87.65091520621627,
2339,162861,JF125605,12/27/2021 08:30:00 PM,032XX N KIMBALL AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,VEHICLE NON-COMMERCIAL,N,Y,1732,35,02,,,41.93996252179172,-87.7124150113433,
2340,163371,JE431174,10/01/2021 12:00:00 AM,054XX S SHORE DR,0890,THEFT,FROM BUILDING,APARTMENT,N,N,234,5,06,,,,,
2341,163405,JE425053,10/27/2021 07:18:00 AM,003XX W DICKENS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1814,43,14,,,41.9200107,-87.6479698,
2342,163413,JE426370,10/27/2021 02:38:00 AM,038XX W 107TH PL,0810,THEFT,OVER $500,STREET,N,N,2211,19,06,,,41.697798711184056,-87.71724046783324,
2343,163481,JE440264,11/06/2021 09:28:00 PM,013XX W FULTON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,N,N,1215,27,11,,,41.885346,-87.7380759,
2344,163555,JE485891,12/07/2021 08:45:00 PM,015XX W JACKSON BLVD,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1231,28,06,,,41.87757683604746,-87.66476371409568,
2345,163566,JE485963,11/26/2021 04:45:00 PM,016XX E 54TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,234,5,06,,,41.798016,-87.5933858,
2346,163721,JF125935,09/07/2021 12:01:00 AM,011XX N MILWAUKEE AVE,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,N,N,1213,27,10,,,41.90196549166881,-87.66448565901308,
2347,163744,JE467915,12/02/2021 10:00:00 PM,017XX N MARSHFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,N,N,1433,32,14,,,41.91299300313485,-87.66908898252947,
2348,163823,JE469842,11/17/2021 04:35:00 PM,032XX N KEATING AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,CREDIT UNION,N,N,1731,30,11,,,41.93918766666667,-87.74510333333333,
2349,163943,JE470306,11/20/2021 06:40:00 PM,006XX N Michigan Ave,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1834,42,06,,,41.88377462033565,-87.62422657542366,
2350,163987,JE440190,11/06/2021 09:15:00 AM,001XX W LAKE ST,0820,THEFT,$500 AND UNDER,CTA PLATFORM,N,N,122,42,06,,,41.8873602,-87.7603473,
2351,164032,JF125323,12/28/2021 01:47:00 PM,056XX N Winthrop Ave,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,2022,48,06,,,,,
2352,164348,JE469847,11/17/2021 07:45:00 AM,001XX E WALTON ST,0810,THEFT,OVER $500,RESIDENCE - GARAGE,N,N,1833,42,06,,,41.89974255,-87.62747636110414,
2353,164545,JE432259,10/03/2021 02:43:00 AM,001XX W Oak St,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,N,N,1824,2,06,,,41.90050390794375,-87.62875813880687,
2354,164647,JE432147,07/01/2021 09:55:00 PM,057XX N Campbell Ave,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BANK,N,N,2011,40,11,,,41.89184147805089,-87.68907913170739,
2355,164650,JE426270,10/28/2021 03:30:00 PM,026XX N SAWYER AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1412,35,06,,,41.92871749328419,-87.70929544479853,
2356,164731,JE429719,10/28/2021 10:15:00 AM,055XX N RAVENSWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,N,N,2012,40,14,,,41.9596642,-87.6744322,
2357,164775,JE432123,10/28/2021 02:00:00 AM,006XX N GREEN ST,0810,THEFT,OVER $500,STREET,N,N,1214,27,06,,,41.882523092966714,-87.64865936601336,
2358,165205,JE469867,11/17/2021 07:20:00 PM,051XX W AGATITE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,ATM (AUTOMATIC TELLER MACHINE),N,N,1623,45,11,,,41.961453894585965,-87.75550422229479,
